strategy_name,trade_date,portfolio_value,daily_return
top10_momentum_daily,2016-06-13,1.010812,-0.001301
top10_momentum_daily,2016-06-14,1.011154,0.000338
top10_momentum_daily,2016-06-15,1.011434,0.000277
top10_momentum_daily,2016-06-16,1.020524,0.008987
top10_momentum_daily,2016-06-17,1.020728,0.000200
top10_momentum_daily,2016-06-20,1.026574,0.005727
top10_momentum_daily,2016-06-21,1.035830,0.009017
top10_momentum_daily,2016-06-22,1.024723,-0.010723
top10_momentum_daily,2016-06-23,1.039476,0.014397
top10_momentum_daily,2016-06-24,1.001170,-0.036851
top10_momentum_daily,2016-06-27,0.983985,-0.017165
top10_momentum_daily,2016-06-28,1.009956,0.026393
top10_momentum_daily,2016-06-29,1.020723,0.010661
top10_momentum_daily,2016-06-30,1.029805,0.008898
top10_momentum_daily,2016-07-01,1.030280,0.000462
top10_momentum_daily,2016-07-05,1.025888,-0.004263
top10_momentum_daily,2016-07-06,1.032724,0.006663
top10_momentum_daily,2016-07-07,1.034761,0.001973
top10_momentum_daily,2016-07-08,1.055193,0.019746
top10_momentum_daily,2016-07-11,1.061868,0.006325
top10_momentum_daily,2016-07-12,1.069897,0.007561
top10_momentum_daily,2016-07-13,1.066873,-0.002826
top10_momentum_daily,2016-07-14,1.074629,0.007270
top10_momentum_daily,2016-07-15,1.069835,-0.004461
top10_momentum_daily,2016-07-18,1.081171,0.010596
top10_momentum_daily,2016-07-19,1.082109,0.000868
top10_momentum_daily,2016-07-20,1.086972,0.004494
top10_momentum_daily,2016-07-21,1.073856,-0.012067
top10_momentum_daily,2016-07-22,1.093112,0.017932
top10_momentum_daily,2016-07-25,1.109052,0.014582
top10_momentum_daily,2016-07-26,1.119002,0.008971
top10_momentum_daily,2016-07-27,1.115899,-0.002773
top10_momentum_daily,2016-07-28,1.117153,0.001124
top10_momentum_daily,2016-07-29,1.117816,0.000593
top10_momentum_daily,2016-08-01,1.111195,-0.005923
top10_momentum_daily,2016-08-02,1.099027,-0.010951
top10_momentum_daily,2016-08-03,1.099464,0.000398
top10_momentum_daily,2016-08-04,1.109387,0.009025
top10_momentum_daily,2016-08-05,1.118586,0.008292
top10_momentum_daily,2016-08-08,1.119228,0.000574
top10_momentum_daily,2016-08-09,1.120157,0.000830
top10_momentum_daily,2016-08-10,1.115780,-0.003907
top10_momentum_daily,2016-08-11,1.122090,0.005656
top10_momentum_daily,2016-08-12,1.130162,0.007194
top10_momentum_daily,2016-08-15,1.135016,0.004295
top10_momentum_daily,2016-08-16,1.124503,-0.009262
top10_momentum_daily,2016-08-17,1.121668,-0.002522
top10_momentum_daily,2016-08-18,1.128783,0.006343
top10_momentum_daily,2016-08-19,1.134673,0.005218
top10_momentum_daily,2016-08-22,1.136646,0.001739
top10_momentum_daily,2016-08-23,1.140439,0.003337
top10_momentum_daily,2016-08-24,1.130100,-0.009065
top10_momentum_daily,2016-08-25,1.130954,0.000756
top10_momentum_daily,2016-08-26,1.139620,0.007663
top10_momentum_daily,2016-08-29,1.143407,0.003323
top10_momentum_daily,2016-08-30,1.136704,-0.005862
top10_momentum_daily,2016-08-31,1.134322,-0.002095
top10_momentum_daily,2016-09-01,1.136982,0.002345
top10_momentum_daily,2016-09-02,1.136539,-0.000390
top10_momentum_daily,2016-09-06,1.136999,0.000405
top10_momentum_daily,2016-09-07,1.125527,-0.010090
top10_momentum_daily,2016-09-08,1.113122,-0.011021
top10_momentum_daily,2016-09-09,1.078547,-0.031061
top10_momentum_daily,2016-09-12,1.095644,0.015852
top10_momentum_daily,2016-09-13,1.081531,-0.012881
top10_momentum_daily,2016-09-14,1.091120,0.008867
top10_momentum_daily,2016-09-15,1.105594,0.013265
top10_momentum_daily,2016-09-16,1.106993,0.001265
top10_momentum_daily,2016-09-19,1.109157,0.001955
top10_momentum_daily,2016-09-20,1.107026,-0.001922
top10_momentum_daily,2016-09-21,1.121579,0.013146
top10_momentum_daily,2016-09-22,1.127670,0.005431
top10_momentum_daily,2016-09-23,1.123399,-0.003787
top10_momentum_daily,2016-09-26,1.112485,-0.009715
top10_momentum_daily,2016-09-27,1.133120,0.018548
top10_momentum_daily,2016-09-28,1.142477,0.008257
top10_momentum_daily,2016-09-29,1.142738,0.000229
top10_momentum_daily,2016-09-30,1.155446,0.011120
top10_momentum_daily,2016-10-03,1.152948,-0.002162
top10_momentum_daily,2016-10-04,1.150377,-0.002230
top10_momentum_daily,2016-10-05,1.153701,0.002889
top10_momentum_daily,2016-10-06,1.156523,0.002446
top10_momentum_daily,2016-10-07,1.151771,-0.004109
top10_momentum_daily,2016-10-10,1.157058,0.004590
top10_momentum_daily,2016-10-11,1.132505,-0.021220
top10_momentum_daily,2016-10-12,1.135041,0.002239
top10_momentum_daily,2016-10-13,1.127691,-0.006475
top10_momentum_daily,2016-10-14,1.133427,0.005087
top10_momentum_daily,2016-10-17,1.127767,-0.004993
top10_momentum_daily,2016-10-18,1.134529,0.005995
top10_momentum_daily,2016-10-19,1.136433,0.001679
top10_momentum_daily,2016-10-20,1.145823,0.008262
top10_momentum_daily,2016-10-21,1.138354,-0.006518
top10_momentum_daily,2016-10-24,1.161505,0.020338
top10_momentum_daily,2016-10-25,1.162630,0.000968
top10_momentum_daily,2016-10-26,1.153346,-0.007985
top10_momentum_daily,2016-10-27,1.145453,-0.006844
top10_momentum_daily,2016-10-28,1.142254,-0.002793
top10_momentum_daily,2016-10-31,1.146042,0.003316
top10_momentum_daily,2016-11-01,1.129450,-0.014477
top10_momentum_daily,2016-11-02,1.117604,-0.010489
top10_momentum_daily,2016-11-03,1.108078,-0.008523
top10_momentum_daily,2016-11-04,1.102263,-0.005248
top10_momentum_daily,2016-11-07,1.136635,0.031182
top10_momentum_daily,2016-11-08,1.143608,0.006135
top10_momentum_daily,2016-11-09,1.143094,-0.000449
top10_momentum_daily,2016-11-10,1.123993,-0.016710
top10_momentum_daily,2016-11-11,1.164248,0.035814
top10_momentum_daily,2016-11-14,1.146875,-0.014922
top10_momentum_daily,2016-11-15,1.166975,0.017526
top10_momentum_daily,2016-11-16,1.185083,0.015517
top10_momentum_daily,2016-11-17,1.201242,0.013635
top10_momentum_daily,2016-11-18,1.205596,0.003625
top10_momentum_daily,2016-11-21,1.222772,0.014247
top10_momentum_daily,2016-11-22,1.228531,0.004710
top10_momentum_daily,2016-11-23,1.233946,0.004408
top10_momentum_daily,2016-11-25,1.233583,-0.000294
top10_momentum_daily,2016-11-28,1.227182,-0.005189
top10_momentum_daily,2016-11-29,1.231439,0.003468
top10_momentum_daily,2016-11-30,1.225467,-0.004850
top10_momentum_daily,2016-12-01,1.191823,-0.027454
top10_momentum_daily,2016-12-02,1.199217,0.006204
top10_momentum_daily,2016-12-05,1.205532,0.005267
top10_momentum_daily,2016-12-06,1.222083,0.013729
top10_momentum_daily,2016-12-07,1.238698,0.013595
top10_momentum_daily,2016-12-08,1.248120,0.007607
top10_momentum_daily,2016-12-09,1.248672,0.000442
top10_momentum_daily,2016-12-12,1.246816,-0.001486
top10_momentum_daily,2016-12-13,1.259078,0.009834
top10_momentum_daily,2016-12-14,1.257128,-0.001548
top10_momentum_daily,2016-12-15,1.272162,0.011958
top10_momentum_daily,2016-12-16,1.267093,-0.003984
top10_momentum_daily,2016-12-19,1.270296,0.002527
top10_momentum_daily,2016-12-20,1.285409,0.011898
top10_momentum_daily,2016-12-21,1.282607,-0.002180
top10_momentum_daily,2016-12-22,1.284408,0.001404
top10_momentum_daily,2016-12-23,1.290254,0.004551
top10_momentum_daily,2016-12-27,1.306539,0.012622
top10_momentum_daily,2016-12-28,1.281178,-0.019411
top10_momentum_daily,2016-12-29,1.283136,0.001528
top10_momentum_daily,2016-12-30,1.268892,-0.011101
top10_momentum_daily,2017-01-03,1.273938,0.003977
top10_momentum_daily,2017-01-04,1.281616,0.006027
top10_momentum_daily,2017-01-05,1.273387,-0.006421
top10_momentum_daily,2017-01-06,1.279277,0.004626
top10_momentum_daily,2017-01-09,1.284576,0.004142
top10_momentum_daily,2017-01-10,1.291214,0.005168
top10_momentum_daily,2017-01-11,1.291534,0.000248
top10_momentum_daily,2017-01-12,1.280676,-0.008407
top10_momentum_daily,2017-01-13,1.282911,0.001745
top10_momentum_daily,2017-01-17,1.250970,-0.024897
top10_momentum_daily,2017-01-18,1.262534,0.009244
top10_momentum_daily,2017-01-19,1.260419,-0.001675
top10_momentum_daily,2017-01-20,1.263618,0.002539
top10_momentum_daily,2017-01-23,1.251480,-0.009606
top10_momentum_daily,2017-01-24,1.274917,0.018727
top10_momentum_daily,2017-01-25,1.293370,0.014474
top10_momentum_daily,2017-01-26,1.294519,0.000889
top10_momentum_daily,2017-01-27,1.301747,0.005583
top10_momentum_daily,2017-01-30,1.287937,-0.010608
top10_momentum_daily,2017-01-31,1.279143,-0.006828
top10_momentum_daily,2017-02-01,1.307038,0.021807
top10_momentum_daily,2017-02-02,1.305729,-0.001001
top10_momentum_daily,2017-02-03,1.308856,0.002395
top10_momentum_daily,2017-02-06,1.321592,0.009731
top10_momentum_daily,2017-02-07,1.320724,-0.000657
top10_momentum_daily,2017-02-08,1.323007,0.001729
top10_momentum_daily,2017-02-09,1.329271,0.004735
top10_momentum_daily,2017-02-10,1.334777,0.004142
top10_momentum_daily,2017-02-13,1.344892,0.007578
top10_momentum_daily,2017-02-14,1.350056,0.003840
top10_momentum_daily,2017-02-15,1.358225,0.006051
top10_momentum_daily,2017-02-16,1.348433,-0.007209
top10_momentum_daily,2017-02-17,1.353359,0.003653
top10_momentum_daily,2017-02-21,1.376902,0.017396
top10_momentum_daily,2017-02-22,1.378919,0.001465
top10_momentum_daily,2017-02-23,1.350423,-0.020665
top10_momentum_daily,2017-02-24,1.346856,-0.002641
top10_momentum_daily,2017-02-27,1.366825,0.014827
top10_momentum_daily,2017-02-28,1.352125,-0.010755
top10_momentum_daily,2017-03-01,1.382077,0.022152
top10_momentum_daily,2017-03-02,1.356703,-0.018360
top10_momentum_daily,2017-03-03,1.352090,-0.003400
top10_momentum_daily,2017-03-06,1.348901,-0.002359
top10_momentum_daily,2017-03-07,1.351090,0.001623
top10_momentum_daily,2017-03-08,1.350534,-0.000411
top10_momentum_daily,2017-03-09,1.352908,0.001758
top10_momentum_daily,2017-03-10,1.366951,0.010379
top10_momentum_daily,2017-03-13,1.376879,0.007263
top10_momentum_daily,2017-03-14,1.371320,-0.004037
top10_momentum_daily,2017-03-15,1.376992,0.004136
top10_momentum_daily,2017-03-16,1.371678,-0.003860
top10_momentum_daily,2017-03-17,1.368813,-0.002088
top10_momentum_daily,2017-03-20,1.380866,0.008805
top10_momentum_daily,2017-03-21,1.343991,-0.026704
top10_momentum_daily,2017-03-22,1.354014,0.007458
top10_momentum_daily,2017-03-23,1.349066,-0.003654
top10_momentum_daily,2017-03-24,1.348861,-0.000152
top10_momentum_daily,2017-03-27,1.348720,-0.000104
top10_momentum_daily,2017-03-28,1.360110,0.008445
top10_momentum_daily,2017-03-29,1.359628,-0.000354
top10_momentum_daily,2017-03-30,1.372246,0.009280
top10_momentum_daily,2017-03-31,1.371831,-0.000303
top10_momentum_daily,2017-04-03,1.372332,0.000365
top10_momentum_daily,2017-04-04,1.362577,-0.007108
top10_momentum_daily,2017-04-05,1.357981,-0.003373
top10_momentum_daily,2017-04-06,1.350160,-0.005760
top10_momentum_daily,2017-04-07,1.351918,0.001302
top10_momentum_daily,2017-04-10,1.343467,-0.006251
top10_momentum_daily,2017-04-11,1.341163,-0.001715
top10_momentum_daily,2017-04-12,1.325327,-0.011808
top10_momentum_daily,2017-04-13,1.312589,-0.009611
top10_momentum_daily,2017-04-17,1.337418,0.018916
top10_momentum_daily,2017-04-18,1.339079,0.001241
top10_momentum_daily,2017-04-19,1.336670,-0.001798
top10_momentum_daily,2017-04-20,1.348311,0.008709
top10_momentum_daily,2017-04-21,1.339564,-0.006487
top10_momentum_daily,2017-04-24,1.362317,0.016985
top10_momentum_daily,2017-04-25,1.377858,0.011408
top10_momentum_daily,2017-04-26,1.371003,-0.004975
top10_momentum_daily,2017-04-27,1.375801,0.003499
top10_momentum_daily,2017-04-28,1.365822,-0.007253
top10_momentum_daily,2017-05-01,1.380105,0.010457
top10_momentum_daily,2017-05-02,1.344055,-0.026121
top10_momentum_daily,2017-05-03,1.347375,0.002470
top10_momentum_daily,2017-05-04,1.336614,-0.007987
top10_momentum_daily,2017-05-05,1.347355,0.008036
top10_momentum_daily,2017-05-08,1.346940,-0.000308
top10_momentum_daily,2017-05-09,1.357186,0.007607
top10_momentum_daily,2017-05-10,1.397576,0.029760
top10_momentum_daily,2017-05-11,1.406463,0.006359
top10_momentum_daily,2017-05-12,1.415518,0.006438
top10_momentum_daily,2017-05-15,1.427924,0.008764
top10_momentum_daily,2017-05-16,1.449210,0.014907
top10_momentum_daily,2017-05-17,1.380914,-0.047126
top10_momentum_daily,2017-05-18,1.398201,0.012518
top10_momentum_daily,2017-05-19,1.409286,0.007928
top10_momentum_daily,2017-05-22,1.411994,0.001921
top10_momentum_daily,2017-05-23,1.410296,-0.001203
top10_momentum_daily,2017-05-24,1.417062,0.004797
top10_momentum_daily,2017-05-25,1.424604,0.005323
top10_momentum_daily,2017-05-26,1.433476,0.006227
top10_momentum_daily,2017-05-30,1.438199,0.003295
top10_momentum_daily,2017-05-31,1.434003,-0.002918
top10_momentum_daily,2017-06-01,1.432647,-0.000946
top10_momentum_daily,2017-06-02,1.445641,0.009070
top10_momentum_daily,2017-06-05,1.451441,0.004012
top10_momentum_daily,2017-06-06,1.461064,0.006630
top10_momentum_daily,2017-06-07,1.470673,0.006577
top10_momentum_daily,2017-06-08,1.492606,0.014914
top10_momentum_daily,2017-06-09,1.457865,-0.023275
top10_momentum_daily,2017-06-12,1.452123,-0.003939
top10_momentum_daily,2017-06-13,1.464481,0.008510
top10_momentum_daily,2017-06-14,1.459239,-0.003579
top10_momentum_daily,2017-06-15,1.448771,-0.007174
top10_momentum_daily,2017-06-16,1.443507,-0.003634
top10_momentum_daily,2017-06-19,1.473514,0.020787
top10_momentum_daily,2017-06-20,1.478163,0.003155
top10_momentum_daily,2017-06-21,1.498764,0.013937
top10_momentum_daily,2017-06-22,1.501179,0.001612
top10_momentum_daily,2017-06-23,1.497101,-0.002717
top10_momentum_daily,2017-06-26,1.490705,-0.004272
top10_momentum_daily,2017-06-27,1.464815,-0.017368
top10_momentum_daily,2017-06-28,1.487770,0.015672
top10_momentum_daily,2017-06-29,1.459140,-0.019244
top10_momentum_daily,2017-06-30,1.458631,-0.000349
top10_momentum_daily,2017-07-03,1.440187,-0.012645
top10_momentum_daily,2017-07-05,1.456317,0.011200
top10_momentum_daily,2017-07-06,1.442017,-0.009820
top10_momentum_daily,2017-07-07,1.461708,0.013655
top10_momentum_daily,2017-07-10,1.481558,0.013580
top10_momentum_daily,2017-07-11,1.489333,0.005248
top10_momentum_daily,2017-07-12,1.507965,0.012510
top10_momentum_daily,2017-07-13,1.499345,-0.005716
top10_momentum_daily,2017-07-14,1.512357,0.008679
top10_momentum_daily,2017-07-17,1.504632,-0.005108
top10_momentum_daily,2017-07-18,1.509460,0.003208
top10_momentum_daily,2017-07-19,1.515685,0.004124
top10_momentum_daily,2017-07-20,1.521403,0.003773
top10_momentum_daily,2017-07-21,1.520532,-0.000572
top10_momentum_daily,2017-07-24,1.535769,0.010021
top10_momentum_daily,2017-07-25,1.548633,0.008376
top10_momentum_daily,2017-07-26,1.563484,0.009590
top10_momentum_daily,2017-07-27,1.535035,-0.018196
top10_momentum_daily,2017-07-28,1.534868,-0.000108
top10_momentum_daily,2017-07-31,1.522022,-0.008369
top10_momentum_daily,2017-08-01,1.528389,0.004183
top10_momentum_daily,2017-08-02,1.541093,0.008312
top10_momentum_daily,2017-08-03,1.545275,0.002714
top10_momentum_daily,2017-08-04,1.554882,0.006217
top10_momentum_daily,2017-08-07,1.569411,0.009344
top10_momentum_daily,2017-08-08,1.567264,-0.001368
top10_momentum_daily,2017-08-09,1.563670,-0.002293
top10_momentum_daily,2017-08-10,1.524849,-0.024827
top10_momentum_daily,2017-08-11,1.522449,-0.001574
top10_momentum_daily,2017-08-14,1.559480,0.024323
top10_momentum_daily,2017-08-15,1.567119,0.004898
top10_momentum_daily,2017-08-16,1.559140,-0.005092
top10_momentum_daily,2017-08-17,1.528889,-0.019402
top10_momentum_daily,2017-08-18,1.527067,-0.001191
top10_momentum_daily,2017-08-21,1.517691,-0.006140
top10_momentum_daily,2017-08-22,1.541883,0.015940
top10_momentum_daily,2017-08-23,1.551632,0.006323
top10_momentum_daily,2017-08-24,1.549183,-0.001579
top10_momentum_daily,2017-08-25,1.541706,-0.004826
top10_momentum_daily,2017-08-28,1.539082,-0.001702
top10_momentum_daily,2017-08-29,1.540149,0.000693
top10_momentum_daily,2017-08-30,1.559361,0.012474
top10_momentum_daily,2017-08-31,1.575868,0.010585
top10_momentum_daily,2017-09-01,1.583714,0.004979
top10_momentum_daily,2017-09-05,1.559419,-0.015340
top10_momentum_daily,2017-09-06,1.555108,-0.002765
top10_momentum_daily,2017-09-07,1.550959,-0.002668
top10_momentum_daily,2017-09-08,1.535223,-0.010146
top10_momentum_daily,2017-09-11,1.567926,0.021302
top10_momentum_daily,2017-09-12,1.570356,0.001550
top10_momentum_daily,2017-09-13,1.571645,0.000821
top10_momentum_daily,2017-09-14,1.573718,0.001319
top10_momentum_daily,2017-09-15,1.594881,0.013448
top10_momentum_daily,2017-09-18,1.619642,0.015525
top10_momentum_daily,2017-09-19,1.617809,-0.001131
top10_momentum_daily,2017-09-20,1.613125,-0.002896
top10_momentum_daily,2017-09-21,1.597329,-0.009792
top10_momentum_daily,2017-09-22,1.581111,-0.010153
top10_momentum_daily,2017-09-25,1.551035,-0.019022
top10_momentum_daily,2017-09-26,1.555400,0.002814
top10_momentum_daily,2017-09-27,1.572167,0.010780
top10_momentum_daily,2017-09-28,1.577884,0.003636
top10_momentum_daily,2017-09-29,1.583131,0.003325
top10_momentum_daily,2017-10-02,1.585574,0.001543
top10_momentum_daily,2017-10-03,1.601761,0.010209
top10_momentum_daily,2017-10-04,1.607373,0.003503
top10_momentum_daily,2017-10-05,1.615936,0.005327
top10_momentum_daily,2017-10-06,1.620113,0.002585
top10_momentum_daily,2017-10-09,1.619180,-0.000576
top10_momentum_daily,2017-10-10,1.631810,0.007800
top10_momentum_daily,2017-10-11,1.643658,0.007261
top10_momentum_daily,2017-10-12,1.644475,0.000497
top10_momentum_daily,2017-10-13,1.649895,0.003296
top10_momentum_daily,2017-10-16,1.650783,0.000538
top10_momentum_daily,2017-10-17,1.659255,0.005132
top10_momentum_daily,2017-10-18,1.674405,0.009131
top10_momentum_daily,2017-10-19,1.671000,-0.002034
top10_momentum_daily,2017-10-20,1.671791,0.000473
top10_momentum_daily,2017-10-23,1.665696,-0.003646
top10_momentum_daily,2017-10-24,1.681688,0.009601
top10_momentum_daily,2017-10-25,1.645307,-0.021634
top10_momentum_daily,2017-10-26,1.641228,-0.002479
top10_momentum_daily,2017-10-27,1.657444,0.009880
top10_momentum_daily,2017-10-30,1.644046,-0.008083
top10_momentum_daily,2017-10-31,1.652181,0.004948
top10_momentum_daily,2017-11-01,1.646418,-0.003488
top10_momentum_daily,2017-11-02,1.638919,-0.004555
top10_momentum_daily,2017-11-03,1.656084,0.010473
top10_momentum_daily,2017-11-06,1.671297,0.009186
top10_momentum_daily,2017-11-07,1.673962,0.001594
top10_momentum_daily,2017-11-08,1.664052,-0.005920
top10_momentum_daily,2017-11-09,1.638496,-0.015357
top10_momentum_daily,2017-11-10,1.646495,0.004882
top10_momentum_daily,2017-11-13,1.649149,0.001612
top10_momentum_daily,2017-11-14,1.642960,-0.003753
top10_momentum_daily,2017-11-15,1.634178,-0.005345
top10_momentum_daily,2017-11-16,1.652956,0.011491
top10_momentum_daily,2017-11-17,1.651222,-0.001049
top10_momentum_daily,2017-11-20,1.651105,-0.000070
top10_momentum_daily,2017-11-21,1.672182,0.012765
top10_momentum_daily,2017-11-22,1.666399,-0.003459
top10_momentum_daily,2017-11-24,1.679297,0.007740
top10_momentum_daily,2017-11-27,1.679901,0.000360
top10_momentum_daily,2017-11-28,1.675315,-0.002730
top10_momentum_daily,2017-11-29,1.625912,-0.029489
top10_momentum_daily,2017-11-30,1.652433,0.016312
top10_momentum_daily,2017-12-01,1.635741,-0.010101
top10_momentum_daily,2017-12-04,1.594284,-0.025345
top10_momentum_daily,2017-12-05,1.593590,-0.000435
top10_momentum_daily,2017-12-06,1.611895,0.011487
top10_momentum_daily,2017-12-07,1.622009,0.006275
top10_momentum_daily,2017-12-08,1.622594,0.000361
top10_momentum_daily,2017-12-11,1.639760,0.010579
top10_momentum_daily,2017-12-12,1.634713,-0.003078
top10_momentum_daily,2017-12-13,1.644922,0.006245
top10_momentum_daily,2017-12-14,1.638866,-0.003682
top10_momentum_daily,2017-12-15,1.660782,0.013373
top10_momentum_daily,2017-12-18,1.672260,0.006911
top10_momentum_daily,2017-12-19,1.662502,-0.005835
top10_momentum_daily,2017-12-20,1.661045,-0.000877
top10_momentum_daily,2017-12-21,1.662842,0.001082
top10_momentum_daily,2017-12-22,1.658992,-0.002316
top10_momentum_daily,2017-12-26,1.653484,-0.003320
top10_momentum_daily,2017-12-27,1.660374,0.004167
top10_momentum_daily,2017-12-28,1.663506,0.001886
top10_momentum_daily,2017-12-29,1.647427,-0.009666
top10_momentum_daily,2018-01-02,1.682346,0.021196
top10_momentum_daily,2018-01-03,1.707152,0.014745
top10_momentum_daily,2018-01-04,1.714130,0.004088
top10_momentum_daily,2018-01-05,1.732702,0.010835
top10_momentum_daily,2018-01-08,1.745347,0.007298
top10_momentum_daily,2018-01-09,1.744114,-0.000706
top10_momentum_daily,2018-01-10,1.739516,-0.002636
top10_momentum_daily,2018-01-11,1.752169,0.007274
top10_momentum_daily,2018-01-12,1.767045,0.008490
top10_momentum_daily,2018-01-16,1.765359,-0.000954
top10_momentum_daily,2018-01-17,1.786959,0.012236
top10_momentum_daily,2018-01-18,1.789523,0.001435
top10_momentum_daily,2018-01-19,1.797405,0.004405
top10_momentum_daily,2018-01-22,1.815270,0.009939
top10_momentum_daily,2018-01-23,1.824392,0.005025
top10_momentum_daily,2018-01-24,1.821883,-0.001375
top10_momentum_daily,2018-01-25,1.832079,0.005596
top10_momentum_daily,2018-01-26,1.875493,0.023697
top10_momentum_daily,2018-01-29,1.866126,-0.004994
top10_momentum_daily,2018-01-30,1.840797,-0.013573
top10_momentum_daily,2018-01-31,1.838873,-0.001045
top10_momentum_daily,2018-02-01,1.836958,-0.001041
top10_momentum_daily,2018-02-02,1.808137,-0.015690
top10_momentum_daily,2018-02-05,1.730794,-0.042775
top10_momentum_daily,2018-02-06,1.780237,0.028567
top10_momentum_daily,2018-02-07,1.776256,-0.002236
top10_momentum_daily,2018-02-08,1.697580,-0.044293
top10_momentum_daily,2018-02-09,1.735310,0.022226
top10_momentum_daily,2018-02-12,1.757586,0.012837
top10_momentum_daily,2018-02-13,1.771064,0.007669
top10_momentum_daily,2018-02-14,1.801659,0.017275
top10_momentum_daily,2018-02-15,1.823891,0.012340
top10_momentum_daily,2018-02-16,1.828634,0.002601
top10_momentum_daily,2018-02-20,1.814610,-0.007669
top10_momentum_daily,2018-02-21,1.795037,-0.010787
top10_momentum_daily,2018-02-22,1.805653,0.005914
top10_momentum_daily,2018-02-23,1.836287,0.016965
top10_momentum_daily,2018-02-26,1.860199,0.013022
top10_momentum_daily,2018-02-27,1.836871,-0.012541
top10_momentum_daily,2018-02-28,1.813789,-0.012566
top10_momentum_daily,2018-03-01,1.782793,-0.017089
top10_momentum_daily,2018-03-02,1.792245,0.005302
top10_momentum_daily,2018-03-05,1.812430,0.011263
top10_momentum_daily,2018-03-06,1.820440,0.004419
top10_momentum_daily,2018-03-07,1.823315,0.001579
top10_momentum_daily,2018-03-08,1.832115,0.004827
top10_momentum_daily,2018-03-09,1.860910,0.015717
top10_momentum_daily,2018-03-12,1.867076,0.003313
top10_momentum_daily,2018-03-13,1.861670,-0.002895
top10_momentum_daily,2018-03-14,1.851092,-0.005682
top10_momentum_daily,2018-03-15,1.852902,0.000978
top10_momentum_daily,2018-03-16,1.864810,0.006427
top10_momentum_daily,2018-03-19,1.831477,-0.017875
top10_momentum_daily,2018-03-20,1.859893,0.015515
top10_momentum_daily,2018-03-21,1.846679,-0.007105
top10_momentum_daily,2018-03-22,1.769355,-0.041872
top10_momentum_daily,2018-03-23,1.724041,-0.025610
top10_momentum_daily,2018-03-26,1.790690,0.038659
top10_momentum_daily,2018-03-27,1.723423,-0.037565
top10_momentum_daily,2018-03-28,1.705096,-0.010634
top10_momentum_daily,2018-03-29,1.739596,0.020233
top10_momentum_daily,2018-04-02,1.691354,-0.027732
top10_momentum_daily,2018-04-03,1.713285,0.012967
top10_momentum_daily,2018-04-04,1.742715,0.017177
top10_momentum_daily,2018-04-05,1.749163,0.003700
top10_momentum_daily,2018-04-06,1.696956,-0.029847
top10_momentum_daily,2018-04-09,1.707651,0.006302
top10_momentum_daily,2018-04-10,1.757640,0.029274
top10_momentum_daily,2018-04-11,1.745597,-0.006852
top10_momentum_daily,2018-04-12,1.776735,0.017838
top10_momentum_daily,2018-04-13,1.760581,-0.009092
top10_momentum_daily,2018-04-16,1.773969,0.007604
top10_momentum_daily,2018-04-17,1.812609,0.021782
top10_momentum_daily,2018-04-18,1.821954,0.005156
top10_momentum_daily,2018-04-19,1.808917,-0.007156
top10_momentum_daily,2018-04-20,1.790277,-0.010304
top10_momentum_daily,2018-04-23,1.782465,-0.004364
top10_momentum_daily,2018-04-24,1.740525,-0.023529
top10_momentum_daily,2018-04-25,1.736046,-0.002573
top10_momentum_daily,2018-04-26,1.788055,0.029958
top10_momentum_daily,2018-04-27,1.794721,0.003728
top10_momentum_daily,2018-04-30,1.779326,-0.008578
top10_momentum_daily,2018-05-01,1.809152,0.016763
top10_momentum_daily,2018-05-02,1.796815,-0.006819
top10_momentum_daily,2018-05-03,1.810341,0.007528
top10_momentum_daily,2018-05-04,1.831201,0.011522
top10_momentum_daily,2018-05-07,1.855478,0.013257
top10_momentum_daily,2018-05-08,1.860787,0.002862
top10_momentum_daily,2018-05-09,1.885736,0.013408
top10_momentum_daily,2018-05-10,1.906450,0.010984
top10_momentum_daily,2018-05-11,1.906790,0.000178
top10_momentum_daily,2018-05-14,1.906436,-0.000186
top10_momentum_daily,2018-05-15,1.876176,-0.015873
top10_momentum_daily,2018-05-16,1.887324,0.005942
top10_momentum_daily,2018-05-17,1.882437,-0.002589
top10_momentum_daily,2018-05-18,1.880838,-0.000849
top10_momentum_daily,2018-05-21,1.892762,0.006339
top10_momentum_daily,2018-05-22,1.886441,-0.003340
top10_momentum_daily,2018-05-23,1.905287,0.009990
top10_momentum_daily,2018-05-24,1.900283,-0.002626
top10_momentum_daily,2018-05-25,1.895066,-0.002745
top10_momentum_daily,2018-05-29,1.881934,-0.006929
top10_momentum_daily,2018-05-30,1.906539,0.013074
top10_momentum_daily,2018-05-31,1.891988,-0.007632
top10_momentum_daily,2018-06-01,1.920640,0.015144
top10_momentum_daily,2018-06-04,1.937077,0.008558
top10_momentum_daily,2018-06-05,1.943317,0.003221
top10_momentum_daily,2018-06-06,1.964289,0.010792
top10_momentum_daily,2018-06-07,1.937763,-0.013504
top10_momentum_daily,2018-06-08,1.939616,0.000956
top10_momentum_daily,2018-06-11,1.935880,-0.001926
top10_momentum_daily,2018-06-12,1.947035,0.005763
top10_momentum_daily,2018-06-13,1.944091,-0.001512
top10_momentum_daily,2018-06-14,1.959979,0.008173
top10_momentum_daily,2018-06-15,1.949504,-0.005345
top10_momentum_daily,2018-06-18,1.943524,-0.003067
top10_momentum_daily,2018-06-19,1.924398,-0.009841
